query_id,answer
OMhMgjBd8CNUrRSe,9493f3c60935bf5c 3c3795c3ec064b89 7d4853dce272e4e2 5f0487e16e2a9003 7ef2c37cc2f2a8eb c522ec4b3cb89bb1 dcddb17d34021587 47738bc05939d5d9 6dacc7541d00867a f5a08bb740e426e4 c52f65eb3a14ffc7 c968ba03297a0b9a 409195c092fe41be c446c487b08f27c7 8a7c9e94c37237f1 47101c58d7b2699a 72fc8a0bd188262b 34233ae0176b5a5c 854ca87606f22327 7e86e9eeab95dcb1 50d21c463a8a3b27 226698e2e8c2fa67 333b1afc5505a475 cd5e34e1daf91c1e 2d425699b6d26c53 27d337c793d649f3 7c6a1b41f65bffed 5e85fea7051807b5 4d484771fd7d689b b94b4253887220cf b3b9df95384c099d a935d90e686f36a7 fec6db1330649e3f 3fbb8b3f5f2f5dab dca5bee630291e95 b524a1fe59566c15 4a0d54f1c08b6b70 a343e19c90607e48 608832fff5f1f961 cc265effaf52947c a34d7a91f4eae282 ed0129ad2b29b8c6 ddddb20685a13192 14003000a4c5ff82 3f6c75beeaaab2d9 a6c43cde7d240387 c1d81da2f9eb43f4 9a27295254a7c07c becddbae07334b05 7f57d28d69c5d288
tYwyYIDlUFJVoOPA,c5da67dd2e9b03ba 46472e9ed6173313 34cd266888b51832 14b0b7a7e7b3d768 e261dc71a69260a3 643c7faf3b56da48 720a18b800c7380d 271dc6293336b3a4 4134a1270b1e1785 ad578e330f69b8fc 280fe127dc568f4e 9aedaf05cfe32fb2 13ab628f5764c7e4 76828a91127353bb 3053cee1c11f3b61 61bc03403178cf5e f29bd6d0ee811723 7871527a622b18c8 9fcb54d003411b39 48ddc653ae47da79 479a5c4dbd27455c 9bbfab867cfa6af5 cb369d2a9e3b501c bd36412bfc5b52a2 c33bc70f94ba8a08 361cbc83dee3e8d4 9bc41a774cf34ee9 db63ea2edf826e81 6241ffb22a4d63ba f2e5f020dc8916de ddb58ebdda81d905 0bd1bd81f424e51d 1d2c7aad0861df4b e05a5d2f69670b13 ad8f626d91a29f35 12806ac0d9cdf4b8 c164f074e809aec4 f98b9af469f978ab f7dd7b6ed73cf362 c4da7dfe1293ebbf 63b8da305405355e 152ed0106e8f3a8a 87e1921483345656 8e71d57e1bbc4ea1 f1c03b8bcad94f2d fdf4ea028179f23e 0c924f9082349a75 c4797b3255e28e8c 9d563eb1d36e9408 dd83f80ddab151d1
VclWPqofiC7fDz44,e6881c4d42ce0499 c3146fb5acb26089 f9bad45e2def9e47 0545bc6b637d532e e689ae0ae15ada3f cf8c4a263302e247 9ab28ec236aca808 9cb587345ba4bfb2 3d2e2f905116dd35 b48c80b82049e0f5 52a80e418912f5db 8e62c7e90cf9745a f1db3859456cf215 186d0f5face016ec ad10939411217f91 7363378e89efff5a 445a91c6068169c1 3345dd8d99cb4bd0 2e70bb1d6878ca34 51b3b458da7ba4a3 c104f9f2d2b60959 0560f0b306d849e6 09a02261c57eb4d8 5c194efef51f3751 c5fad8d811b22943 2c22213ea36efc24 60be3f33e76fec26 3bbfbd793e7588d2 314ca7c0e10058e3 804729640c5416af e2a4821434cc3bd2 da1052082226ee9e 9a24aecfcc1c0114 84dc2ab45bfe0f5c cd83f1469e81d0bb cb510d16161c7fda 0f8aaf8a236a4be1 6c92f069954bbef1 86b2658d2515105f c5bd6d8e25467d32 31296ba6a73c54a5 36b8a05b409e3530 7b0ed55cdb8a10a2 473ddd4b40a276ec 50e1c310c9c0c6de a9c68292e4ce5906 f4154b68bfe9672c ee3bec4512c229e6 e66f01a1f49ba089 aab5c797cd35fb6e
vlTL7mGPZyA5xp1L,97993dc20e8449f2 fab387edf752394a 1566c50547f3e715 6335e7865483fec0 2ee86a9ed2c4bf37 96e833442949f601 1d949d96fe6cb95c 8476e17c623168ab 84b36df70210ab5f 39038593db1f9ffa bed10e23259d7965 089ffa2f13d0d66c eecbcc38689c54c3 61d9b14553b6706f acaa4149088c3cac 89ecfeb1f9edaf4c 6ae8cbe0adb55f8d 6b808449f1f82cd4 14a0c2adcdc5dea5 20ab97ba419354f6 00d432d995805c20 a05349c83bff991f a094b183f796ff0f 92a279b4f618c98e bfa81680a2f6a789 6125cd19cfee1042 7358456c54356853 127d87e61f5b11aa fc37a30c4abc7182 f6e64c803d111276 202d48e816c9e788 47ac5c908d28d47e e40d48a692477c64 24eac6971e9f35d9 9c6ef632fb43710e 561c2c46f3685c6d a41abfe4abc867d2 b8d65ff08e1ae2d4 9e2cf0c75025ab19 b348b0c68363ed15 b27fca9b4b1049e5 2f3f76724b7ca794 78c546454bf97082 aec5db1941ad99e4 2399ac2a24cf07bb eece4276e8afa4b1 39715025d8f127cb 25fb9ce1e1379fb2 ba3dbe36f8172464 424d5700532866ff
LW0CaWHVcW8kMws9,c0b8ab84626183f9 ec1d74c0cce103e5 2d2e30fabe87c770 17faeee200add8bb 3d40e3b805eeec34 1a8646da32d35fa2 f7b2b02df58bf482 b583d82038331186 9608f7ecf7d1129d 08d2bd20096edb73 05efbd5fe26f59e2 6fe8bdf547ec3b2c 03c15303914160fd d45c908284f0d1e0 e5a7a1623a38c7c7 f79f9800afdd6122 3d396b5ed716b453 ffec44331d15112d 5ae7643e4af6f22a c554fe5807a97146 e0a6417dff5a36b8 f9c465a1ff00ab21 70a141218d3c03d0 7f267ed076ef83d5 a4be891a21a4dbae dd265ba68bedd523 301eb8d32e6296ab d1803695fcfd91c8 be336bbaf4b38905 d0b161bd710e0f42 ae53c74918cb0c11 107d2ed79c5397d0 1ff58dfff784c834 32706eeda3a0e816 1ea8af553877f8d5 fc08cc9329bac330 397255908a59acfe 35713b5d70c6103a 20c4db597f3661bc 9998941845b820c3 cb33a39d05503ccd 92062318173285c9 b96aa9b3edc06662 17bf5c701aff9a74 4734902b39c3248c 7976df75354ea0c3 ce262310b6833afb 5005f21319d53713 d6185e250c48fbb8 af04b4a9adcfeaf9
cE33gEe2mdvQXm0X,25107d8b1999f0b1 72eb7731b17f0ad7 59725cf0a9a050ea ef5c00944391b851 e4e5f3ea894d3804 c93b197fdb6b148a 3d5b1fc7fb7e0580 5de686ce5fdd2ceb 684199ab72ff3abf afb14ba082200999 52121e57cede386d 796b4d710a713b22 620df11c5323d062 792cfce65a8a0d63 60b00ae1cacc1e9f 0aaeb19371917874 d31f4df6d9fcc739 690cf41fb5720a43 f511e02ebd8c4e9b cdfb642602e80cf2 594a7f917993d89a c131a665da7b0e58 f9a1d76720a2fd92 629e302b05aa98d1 2e0337663f689cbe 791dccb33800d841 cb716bd959c13c7e 60d294943e1a8243 5ab0e8ecdd1dbac3 b683c10c4b47ef1b 056afc15ee9a7391 cafd301d1432ddc2 69dd294f9c713ae1 fe4f5e2f5dffcc51 d0f7fe86b4ee4bdb a60e05f54109c1c6 908556ad877fa0a2 8ffe762383d31920 1d1fa6f55d9cf8f4 8c4f931517dc2604 94eb73c5a2c36cf4 ba8a19f19d272a21 d08521a5aa7dcf60 7f1f6fc2df258612 ad306b2d547ff27d 7c9294b7acd35bfe c51df6bed6b6a1c6 3bfeb4e3c612d28e 761bb3e4bda7cb3d d1a83073d831ff69
tchjbSd9Vf24F6YC,63f32f275aef7de7 b8f547832e80a252 7956e14a9b084158 afaa51df13e7e519 8eae64e48e9325ea 6ea10b7a22981ef4 5c979a9e8c2f424c c9395783343d10eb ed2ab312e3a2e7e6 67bd2ce4b055a330 5ac602932b4b3ccb 55d6f7e0a0047365 e76c402aae54f5d7 2eed73c35801a1bc 9354fec539a73336 5338edab857b3fb7 3da9ea31e86779a7 f14d4c6426ad9d81 6caf4d2af291f30c daf696e0314b4b13 92d5c28aba70efd8 d2528f3926e05e29 bf7ae2dfd2af1dbf 36d801bbe4b95b4d 0177a5887c6559e3 55124e54e2bc1a63 62f9ad106079632c b76c667857fbb887 9ae85bea2d1acb93 dc80419ca27095bc c75eee5c787f20db 4d79a7febba55948 7c57c8f947fa4c8d b43c87e1b11e533b 5d5f20fa98df8044 78902a06c6b585b3 16388c2ccc7b14a0 a9ddb7c180b8d1ab 0f58e246bd659012 25775a3b21825bc9 75387bf4c5761c8c 9db0484dc93eee3c e17fe1cb47f1163e 10066d491d6d9898 2fc0d8b5120db4eb 18db41a941a0eec5 717357f93514ec70 f4a7e22ec1c3d399 dbc90cbc1968ec1a 07bdb03038558744
sn4OD7XTVpQ02iJU,6425bfee13557a29 08b83b4246785fad bd720f2179a21564 462b3d3b892a6daa 74dc5fd4bcc234d5 2c65e59ebe51a3cc 0e1be2d64828d21c 40f65a40e0e9e063 a81b77d58a804610 96f41372144d4459 3b1ccea085d1eff0 db3706bd49f90808 7411240a080841e8 89adcffedeaaa8e4 20c0be8293f20812 bdf4e155a2c83481 a0314025196e497c ca142b539f9d0824 82f1499aaf75005d 90ec932adb42e700 0bfba26f282c92cc a5078110eee03156 fb5005adb7e0dc82 0fc9a6997717230f f1c5ee84309c8085 9e23e621ce478542 68325bb5388f1d23 57060b06acb5eca7 9a0555706a5975dc c31e3211e7927e98 63543fb537b2d16a 1dfac3220e265c28 732aab77d9433eb4 a9388236c8c2ee4a feccc1bf1bb39cb0 3526008ac85ccaf4 6fb7940daa4bcc16 54efee3490a1162f b8cc9d80720b6c15 6492c99424effb2a f68511b0e5d6517d 9ca97bc4f8323712 3a02fb352147593f d120f96592a5a3cc 4c1e821887b89a0a 573b7779bf310cea 0fad037112d08103 60f14f2b2c181d04 e87c3793138db91e 8411c7d5e2a5c1a1
iAr5NU7xlQdx9xLv,c80e2465793f626e fd82ddf1ae240106 07a11bf80f2007a6 ea8968bcc1a58e27 b56a8b86c6e26c07 b543d093a7b81271 33d87ac184ac6d83 849c95d5e5d62625 e532f23f226faf07 fa7e42f4300416f8 e9a53771b6b5fb7e 31575e992ba9d83a 77680d2b2fb525b5 4d27318f0dc59df2 e3f2e746f18fead5 0d9e26c5e724848d 447f2ac06e491cc8 de30ffd24f981e98 cf9a1c53cf4f9b75 0e8144d3f97137e0 4874612f2f19eb07 99983cb895e22150 d0c7d9af6bc9ad5e 7849e933ca03fef6 8133541b3a3f70d8 2708fa9a587f7119 4cc9b514df9b35ff a9a5eb05b446315d f42535925406f9a2 69b7ee2a92590357 e8518db569b37d76 a32d45a7f7765959 117d8cf4e2809264 0614663bf7252e3f 1bfef6ae0379251c 09f9bc562f416ad8 e21f6c54fa28b563 cb493dcc8506b40f e59bfc8d98cd42a6 e98b55fde7347d56 0826c77539fa16aa b494d5f6e0a1af5f 09f9b6b7c33e3938 bdd23647cb433736 4529abe2a213c8a3 bbb4a2a1f8c30cad 99e4d9524132b1b6 b4eba030622ecc1c 2a27fe00966e7e20 e4097eee9ca04458
Mo04spZBEVeE9S7q,d3f3a0f43416bb31 d0b385c4db7eb2d9 596016a5b5277f95 9d5cb9d369ffa2a2 4d148d87eb0afeb4 b7e2c986535f4aad 805f1975c2793027 6083f7576974a106 62f6c8e508990614 07e61512cff10a23 0c375184fbe28848 1fa37cdcaa49548b 2dd9b3a7eebed5f8 aa7103b99e26db4e d0e1ce401cba4737 f7f77c87edd94ce4 a3d14c17652b1b07 a8afc91950a22f4e 81883466627019d5 fc7895819954bfb7 6ee924f63eab98aa c36ae5b91ebe8f32 44d89d0459cb6ba4 42cafde061d2d6c8 e9a2b05a492b6ad4 5e1482bd8427d8e5 5a0de93e87f2db4d 12ee2e6ae05b7a5e fd593871f09a1c62 d5ee40b9390927a0 70a8e210b31902dc fbc87ca250880f9d 38f2da7ea7e91530 7399e40bd38bf762 02b49be5e742e66f 4abba6ae826e6183 bc3c33785f1c47b3 cfe85182e81650f7 48e84baa297ec0bd 0a97de05b3f1f025 63255a5c9519c815 b02ffd9b17429405 108e49c33e7d191f d1934e0c7b93953a 3321a546b9556fb1 907025e028e5990b 10c8c55ee8c0f757 141262a762fcce85 d3f48902c0d127c6 1cb25ff4e0bbbf6b
DsDGh17ReBFj3AOX,e32813d7b4921f66 c5f705f378597cc7 4e612eee9b9bad6e f500148d12ccf61a e0639a78954d7398 a33899433456cca2 361af71fd2358a41 af87626ea67e3337 a81136b9f2f46aa7 08e8ad41fbd6d36f ff98a25eb560ee4a a9de167ef8dd288e 5b5a515c4d431b43 618297fd13a4020e 0095d8e308fe2617 d474c502de176cea 420854a57496a06e 1d19bb3c2ce1c5f5 7d2b669c34662356 f951db86ca560701 99b993b3fe435141 df27bef6abd02e1c fe8fd2a42f41f3a6 08157436c1dbdea4 358f153b444b43a5 f3f016e679ac0a84 83e5ba043745ff8a 883945db5015fef8 3c266f24abf9564f e24c1b4743186ad9 7dc245d871c8c46e 2aed23805292d747 4c3ae7ac10a89dd1 8978bcdca675fc3f 008155f702cd01e7 5f93a49a50317dce 026a0b5f52ee1334 d317efcefcd9b321 95bffed3eba3f35a a2f1af9457868e9c 46f24e66eea113d0 289a236878b4b019 9e8a6b864be9675e 1430b02a0fad7bc9 fafa783677a85852 91ee0e89d53b96bd 432eedfc744c1a1f 342e22ed422cf611 7d8e34eea84c520e 089a82777b7a158c
MzywvauTWVaI64fq,226cffa5602d1f8b b6071d536caa3411 a6de6374e7075695 117788d10c668eb7 83fbacbcd489695c 6d53a82271041c68 88a0d43f19219c8a 31335c99a1a30de1 4f214f23fcad96e5 e66f2e0c8cefe59d f86ac1218f54f784 7e3aed97d8fa4713 4118a6c01e343a18 2604fb00522a9bee d4bd47a2347a4b8b cab7e34ca997726b cf17cc35b9a80da9 5e683f5075ef1704 500e40f6552b3146 225478b31c58b670 b5715be3f152c434 7b7244243cd8461a 7b1a77e3ce27b073 892e269a0978b196 369b7caf5a25d983 a43c1ddcafae34b4 724f7e1035180b99 895fcbdb0b8b7c60 5d97230c4a044f2c 9597cbc235ce3b64 2f019fee037a3fe6 0aaeb19371917874 9884737475806877 4556cf35578c5403 5da856b8776e8358 08c32676f63b51d1 00a8cb482b51f665 d6c00eca42c81f23 aa23ca601100fdb4 63f2d6a4f6ef4641 edcaa7d13bb32eee e2149b19c270ee58 2a6e95557ffaa556 0a8d317b1a325bff dfd55cebe0f6be20 a1d19bb5e5f1cbc1 52c9b79aa542968b 1132c84e3abd2f68 87918a9942fa1954 5d4e24e62ccf175b
H1Ej9VVDXeF7IHeI,e9d9e255a6007ae1 3e93af7d94072eb9 83a2127e08d5fe1a 5d0249e167911a3a 809fe9507f42abf0 db5bbd888225b48a d9ea10c88fdc5bd8 3603e0219f8c8443 89008ce2ea59d00d 32856d1679e9696c 50800c834fcd942d 7195f70352189238 dc36d8486087f6f6 b4bf1133f88ce460 70025454ee243bc2 2b7942a3df4c363f ce95c7738b6eaf49 c7815a00f6be475b 7f26d2f655e00efb 566e3a9e7b5c1048 d554643f6ab33372 5d0a9a95a42bf162 b8a7cddfdbe3ecc4 97fa3a4b4f9cbf8b 121d864b53df6dd8 1b8939468f2823d3 825c3e75a90eee28 bd8ba3f99ce5f75b a80d92435c3a15cd 75a57fffcfc834c0 067ebe51acd66563 a0a3454d5cb4c71c c270b6b66a157bdf c0366db9d2c8feab 9c286dd3fedffd42 7ca61a30069cee68 570c13c58935f92f 86c30735a1d99530 f64026b8973da286 5017d41a139adaa2 4f212d9a2cb89480 76d38653a6bfd4a6 cdc53b673638275a 854a28a35aedb263 ce0cc17b86637d18 0a19450bb930d565 82136497a5783f27 cc89a2d3326f4c82 06e7d08b8e662fb5 e7f3b8f1d3eb9176
JbuPA4VvNn1AiboG,f54c8f56b817659a 520d64813cadcb23 3e6f3a489704f3e3 1b1b2053b2100a5a 29f590218da0a472 053680840ebc40b0 c5f098c2ca4fa9ce 884d568b74e137a9 a18c3342bc2c5374 b66a34adf7d1d8b8 f02dc27a12c6262b 34f8691a946e1b9c e862bc8dfa7b902e 9adb9a9e23b870ee 8ba546b30be5b78d 8248d2a6b71aa6fb 2e73e464fe853b7f 1542359b79500ce3 c9fbf3f9f48eb3f8 b6cd007cc64c6d1c c1aed20eab27d9dd 17ac5f144df8b9c9 031b624f60afb576 e8de518aa2d0b514 c8ab623775962f5c be889fdab6f47b76 b76d7385bbb07c08 dc177e4593cf8542 ef0c181d852627f7 d434c9617c34c192 d60940f69153224b 4fd1d72f1aba4abc f8f8d43fa51ba8c7 c8a038d529fb796a e81d3b13a02b9a0d 07753fd03903c12f 0cee81198ce10349 25e6c1131b1f618a 25c059f322b489f5 08e2f5fcc067fc64 bad28be6e6b640f6 2b868efa7754c815 8fefe13b5f0ed0bc e08d1eec0289af77 9b0e9912c393f046 9666494b01fe340a ec40fd0bcce66248 76f8cd433ee6e38b a3becc21605d643a babcec5ce05556d6
0mtMahErLgwnbCRg,1d661f7f8a99ee32 b51bdb248da3ccfb afa5f56535e0eb28 8dabe6590be453cb 17942f711649a98e 172090bbf6e24bf4 c9a59fdf50d4084f 075d7fa04e6d26c3 b9da4306595cb85e b6c93be1129c5470 2e2fa71cd056ced0 fd6d9859e1cc8e36 011e06a042cfeba2 56d019070968cd1a 4535ca876e48d830 0551d62adb99d901 2a85f0e422314db7 1fc91b80d6f9b535 42360717a6a806bf 4f75842304d52947 5fd49f847cf85d3c 28e277ddd46dbc00 f0f9a3276e4c21b2 ddb80740213b1738 ffbbeae765f4cf29 b063495b9bbee09d db80e7d80d71b581 3acb6bd7589278b2 4cdd20cdcac8683b bf6b7cfdbb62648a b64bbb138af3658c 8e85a6922affac53 ba976d774fa93b37 58993c52781ea6ba 4cb366d8594e15e7 451bdaa9c06ac148 2a173e2eb82692a6 fbf998d2d349545e 2afdaeccf6d38e6e 82a1e236f08887a4 4762b59be2fb4e6a 3655356d01be5d89 9d6f9edbcc637abd 48da287c39aef99e 6ffd6767bf5c1281 3593aecf041afec3 481581f9433901fb ec40714fd3af803e cca538d91c831ba1 af9ab300981d9a2a
evPZKz4XajsQbivJ,10c59f01f5377b09 686f9535910b4461 e58df5856ff66f3b 18549131df0afbc8 8a5473047da9b29d 134242df3135887a 2c2a147a883cb360 95339ef34facb99a fdf3ce01f1a1304b 9274f664f133ae58 bd8b4c5db5d4502a 6d6b383b5370b6e8 32567804627ef382 1392f1bdd20d2d72 8c83aa6c11368120 05b74cf0a58363f4 40f03eedc12040aa e7ce2b532f2247cd 4e1e6c0ec5811c6c a706a8a63740f42a c45953dd23dc5b3c 213a9d5444a76b33 dc48b43661e8509c 398c310ee9b4caed 94054937cff8618e 1cbcb34b968da077 62d5f1b767c64e21 4b7c4b102190d1fe 2e021db631275120 c05a2f69f9231be8 cf44e53da65b7613 b6165bff5eacb4c8 62003578b6158d9b 7ed8419a2030b57a 04da375f1c4d9ff6 441131bd98eafcb5 e42ed9ccb5d8a2f9 907bf8684f4dd719 e6620e53e537dfbd 52e4784246dc324a a56c3da58920c632 efa2ce445010468e bcd8d4555578df4b 56e33eea9380f99b a12cb1e81cee9eb4 691bd934b1a90fcc 0224a66247db3fbd 8fac77f0fca05ee8 278804da4e0a2752 343a890bbf0d8e7f
mdxDQHr5idf5qOqo,d5d073e085cbde74 54e00e3e6b98c074 8e11c88d4f7e6bce 3ed99d543b459f7f 9951939a7b2213cb 9007c5a33390084f ec871fed4957f772 c44133e39fec4272 cd5a58d3e4b73ef2 160162814ded7ce1 cc087f97fd3d2b35 1bfd7853ba9a7688 e5bf3c780a982f89 af0aa3d6cf94ce99 0f93465170226000 5cbc1595bf53d8a6 dd3f51b229eb1b75 e8219bb22c75a755 90107483e2d47d30 6072b72a112e0d56 7b17415f71dbf9c4 95d37680b1d67b0f 809cda75c86b4d1e 069997010ef1fd23 6b45a1be113cd94b 4b7b9fa58e5610b2 a85c02f876887400 b29c6aac8659adde 53f372fa535dc7b0 f8ec665d7ffa456e 818a4ab2094ccc53 c1b939735e809816 c3f8f4d0139d479a 5632ee36e2493037 994649374a2daacb f0fdca1ac898b60b c6ee8cfea6b6c665 dc56dc9f1b2b2abd 256828a8859d96af 8781370b44e83f3e 7958e00624572e63 e9a904387d9c31d3 a3494ddea3800747 a5509ad702cd5d45 1037dec45c0452c4 f2f2a56fb4554746 1a13ba3d4d9a87d1 8c813909aee43e3a 0960416d48820920 e12da43b3522ec41
anD0952JWrO69gXd,80acd905d267355a 7a7bcea9961b0bfb 420a0fac1e3045c7 e8b98b8fb1af0cac d8024c0937087c28 3f954afdb42d2bbf 7ffabeeeac144015 0cecc5a403bd4566 d1d8c90667f73b29 89ccbbae8cc08d21 ef67ebc71c9d13e2 54c3d2a153135cef 6cf4f1ef3a3fa18d f676bbd5260fc3ea d4560dfc3f0cab8f 7002ac1217362d3d ed234ed203611c6f 5f00f2b11dc68019 6583e8dae0b7d1d1 d1bc0cd741b462f1 beba1192c1724b69 0971228a616208b8 fa86bda5d72893d3 661a3baece325cfe 71245b9034fb5930 336abb7740a8c44f c4a4f0a286189f03 335b378c53a86653 3023f782ac5e54bd 66b50a8275609c46 a82ef27e7df8d43e 4d6ae876c6e6b306 ab3c80d36dd8c4f6 dac918ef8edb6237 e6c87c6f6f6a6ec4 2e031c0809d2d096 6aae02d2e4aeab78 42f8b6b1de4a7a31 b683c10c4b47ef1b 5f465a1e6bea087d 1e4e90126a2a59fd 56625edf22afe09d 10f754eb53db290d f9ae9134a61815f5 8d06f51e8ba006ff 670a871cc0b8bd6d 23d24ad1653e9535 ebad46fd0a94d34f f30a73a412a1a7ad a242e7d5d01819db
pcDoU0HH8vDucIID,2d042301bb964c86 29f99bc03a8cf95f 88628ea51475e6cb 8a9fb9349b0c89f5 8d649e20506040a7 17e9f019a3adcc4d e6caa40ec7bff307 a96c57224fcca779 c3d2538d46f454db c4d0154bf2a90d8b ffbfb47219116b6b d3d4505edc1def9d a6f1657381413f5d b0afd3f206aabe92 fafc90c0cd32cfaa 963d1f53046197f3 054444417a0686c3 5869aea775f7f6d0 80ba44c886bf47e7 e472778d3d5cb8f9 87fb995181062125 bf1ccbd20de76061 3d0a957070579a54 f08adc80a270c8d5 46ea86d014902c6e 8e543cc5efb5f284 1d1fe2d74fe6c2a4 582ad1313d8dd748 dee628d16bc61f35 0f4faa4a1b846da9 e971255705602bb8 14f06d85a259db80 64f5ca402a3aad8f 24bfd2ab6d119f95 c17aafb7d86ce20b cd4d2430cf88afee 565541accfb9e1c4 07a8a00611b30a2a 52df463eb7af5b14 ecefb09ea3d4cd94 72da4ad69973a123 3a136fdda7f13353 27647d17992216fc ffafde8b04780e20 72a9625b50b28a1d be89ff3eaf9990ca bc130a43ce8302aa ff261f9f9f711d88 c272e9f219e62146 b65d9690c9d86d09
owEZif4oS4Dkfyq5,63f24321a24f371b 7fb86c8c1c160448 c9a0f83a32228a96 2479cc0ae6f13271 a8f0f97e91938341 87d4136f217e8f1b e5bb57e0094fd332 6a27065e6936dfd5 a9f6dc20998915e0 d8ef7344c2a1d52f 504ac821eb9e5144 1f7a63d202182a54 8533d3ea52f582fd f050cbae9da3d066 2572a96f99e09cdc 9fe04b9307bb4d23 5033eb2a27227e2f f6823f9a299f4407 7d545b950218a591 51adbf8700295baf d7295dfb1c085b31 1d99402a36d3ab2d ffc29a63128be6fe 95ed57df4afd27bd 7ce9a6e8ab7c7e2e 99b3db9586afe0c8 bffc01758615b03f 9395b3ec4f656629 521ce2ac3fd8a523 afb60e856f28c4e4 07c2e753a98d9be2 6b1bc759e216cf97 246120b971b7b720 4865a5a905e2c5bc 0b3a4081c578778c 433626389a4b4052 841732379897f5cf 488b0971fac6421e f137bec01a1767bc c6f4912715a085da 776b6791d7074e27 eb775aa2fde837ac 8c6b9b14317c8719 8d9f5561d36e34b6 5fac2169d634207e 8d0aee584100c045 0f11cb7d826e2868 a119bc8e718c3d0f 3135865f11e371ef b0a631d478cfcd27
VmbHi56R5oajmWCA,5455d3af1535314e aeb5198a6a999b33 865c4ae0bcff7bfd 683ef09f5b186157 fc72f0b316a8fef0 38f0aeb921ebdcfa c91e812425923d61 c29becb78f41d8d6 8def58672c1e5326 37db9323007703cf d72063f791460109 bfca695b666ce35b 997e403cba5ddcaf 2d0e2ea8bfeecb3b 3e684ed1cb182ffe 9f4672ffbff7a432 bea441b4f64226d3 50f00d314b200575 28d4a6d7b1d3bf78 b99cbf5d5deabc6d 9eca15a2bd6f635d 118b07d9ff4490e6 0ef3d92a5080861f fbcf3ae33be016b0 7a320d58e0b8ca53 2138e21864f1df24 0a49b42598676d4b 1286e5ec786f07d5 3c66eec9c816a706 1ccdd0830fb3d8b4 f347de59942b5490 175451998c56c62d eb255e7c3eb459af 69b688419e2b48b8 ed5def2eb5c6b658 3d938cf9493f434b 35547923c1964f26 3eb7808b7475cc27 3d876eb3f42944eb 0fb49a0ed04a1101 1cd8f712bf980003 b8a857e0ba9ecc44 df473c62f86e392a 315066c749c0ea54 b81d1d301dec718f e3044510892dc40d 3886f942cb940021 b7c5b85ac9ff5c3f 64655c5ca9afbca2 d300743bd8771e14
OoX5WafJbBN0GSwT,09ea2b25ab1644e1 599805228d63f8fe 9ef6204a306c8e74 739e956db1b72208 693e469e9d73df23 0084ef9bb0ec3110 a878f8137bfd5b3c fa91a7172cfa8ada 2393d19273321299 1718babfc0f5c26c 1da4680dd8b45622 3391379df44fc751 71ff98919ca0e1bf b6c975aa3a072184 56883e5df1e6a424 f82471549b0957e6 d7d0b8fe90d792a9 5cf091cdf6fb7764 c9ab525043d07651 9101eef9520079cb ccc96ec4be570d7e 53a536df5e902448 63e84d1309c01e03 08fb268ec0e70df6 4df84ff0f7c0a46f 4c37804aceb4dd5a a2fdf2f2973cb99b 648efc75f50697a0 b0b5d5069bd14967 a319523344137553 c9232b98e97b5487 27fd3b010aa0b1d7 ed7bfc78cef2fa98 6248dc370fe46d77 14e57ec83338cf1c 3b1fa2d255d97cb0 03b6511a51eeb318 41dd46c878fd5d45 2de4b4ab8b9c82da 0f51c639d3c5f187 09bc82b07e7e3ce5 6f02949a1ac8fc9a 158d186c276b4703 f296de989cc4548e d100706023276ed0 ee07fe9893d56159 879831a045b913c8 3a15c12e5eccd34e 9a1fd5ee5294635c 65a96061e69ab55e
DVWIqU9tj0FBQnR4,7826f2d164735895 6c88a4a878d1c2f9 b2be72459d2d42ba ab12fc9e5c9242cc 3e882538a910cc45 d03b106787543d28 66b8ae362205a956 8db4933c8cb3b2a0 ed1e5b9cba2535ec 50a25faa9c61d9b1 858f6aa877578498 a6540884715408af 096eaf261ea677ea b77300ca4708172f 4888d389daeb4b2f 395b4c263b171113 71c678228369cf65 8e2d6d67f2264fc6 215bb56adad5c370 c053e20b5eb11082 450b843240aa2c0e 9dcc2f035e02c1e0 82fe28749eb7991e c257a23b52199d8e 4a59af20b79e6de7 8801f1966d6ecebe c0fcc41d648f6025 277bee1ac6afaf5a 9c4fbbcbedbacfdc cf296e65846b32a2 e32251a555580d6f e267c43820c9359f dbfe497021badf54 96c839e6353e7168 586e0b2918507435 22344f626bc3c29d bc3881ec18768815 4f766b19588152ab 720273500dbf4e31 2a3bea1c8a9dcd90 4a080996c53d129a 4d9f57893e8db9ab b05631c92b538542 400e35c5086117a1 313059bea007feb2 2bde37e89da32d66 9a99bee150ae2945 552da070a5e4f5ab 29f48d9ca36be83d bee3671c2872bed1
